epstrailingtwelvemonths.raw,forwardpe.fmt,meta.eventtype,longname,earningstimestampend.longfmt,pricetobook.raw,earningstimestamp.raw,twohundreddayaveragechangepercent.fmt,messageboardid,earningstimestampend.raw,fiftytwoweekrange.fmt,financialcurrency,marketstate,postmarketprice.fmt,twohundreddayaveragechangepercent.raw,fiftytwoweeklowchange.raw,isearningsdateestimate,earningscalltimestampend.longfmt,fiftytwoweekhighchangepercent.fmt,fiftytwoweeklowchangepercent.fmt,asksize.longfmt,earningstimestampstart.fmt,pricetobook.fmt,regularmarketdayrange.raw,dividendrate.raw,regularmarketdayrange.fmt,earningscalltimestampstart.longfmt,fiftytwoweekhighchange.raw,dividendyield.fmt,language,regularmarketvolume.fmt,regularmarketdayhigh.raw,twohundreddayaverage.fmt,fiftytwoweekhigh.raw,sourceinterval,triggerable,firsttradedatemilliseconds,trailingannualdividendrate.fmt,exchangedatadelayedby,currency,averagedailyvolume3month.longfmt,fiftytwoweekhighchange.fmt,trailingannualdividendyield.raw,regularmarketprice.fmt,postmarkettime.fmt,twohundreddayaveragechange.fmt,fiftydayaveragechangepercent.raw,dividenddate.fmt,meta.splitratio,ipoexpecteddate,epsforward.fmt,fiftytwoweeklow.fmt,fiftytwoweekrange.raw,twohundreddayaverage.raw,earningscalltimestampend.fmt,epsforward.raw,postmarketchange.fmt,fullexchangename,custompricealertconfidence,regularmarketopen.fmt,shortname,fiftytwoweekhigh.fmt,trailingannualdividendyield.fmt,exchangetimezoneshortname,asksize.fmt,dividendyield.raw,tradeable,regularmarkettime.fmt,sharesoutstanding.raw,postmarketchangepercent.fmt,exchange,earningscalltimestampstart.fmt,ask.raw,epscurrentyear.fmt,market,region,symbol,fiftydayaveragechangepercent.fmt,hasprepostmarketdata,averagedailyvolume10day.longfmt,bidsize.longfmt,fiftydayaveragechange.raw,fiftydayaverage.fmt,earningscalltimestampend.raw,regularmarketprice.raw,priceepscurrentyear.fmt,trailingannualdividendrate.raw,quotetype,gmtoffsetmilliseconds,epstrailingtwelvemonths.fmt,regularmarketchange.fmt,fiftytwoweeklow.raw,asksize.raw,epscurrentyear.raw,dividenddate.longfmt,bid.fmt,meta.amount,priceepscurrentyear.raw,meta.dateepochms,fiftytwoweekchangepercent.raw,earningstimestamp.longfmt,ask.fmt,typedisp,regularmarketpreviousclose.raw,regularmarketvolume.longfmt,marketcap.longfmt,displayname,fiftydayaverage.raw,averagedailyvolume10day.raw,trailingpe.raw,averagedailyvolume3month.fmt,postmarketchange.raw,regularmarketchangepercent.raw,postmarkettime.raw,marketcap.fmt,pricehint,trailingpe.fmt,earningstimestampstart.raw,averagedailyvolume3month.raw,bookvalue.raw,fiftytwoweekhighchangepercent.raw,bidsize.fmt,fiftytwoweeklowchange.fmt,regularmarketpreviousclose.fmt,fiftytwoweekchangepercent.fmt,cryptotradeable,fiftytwoweeklowchangepercent.raw,marketcap.raw,regularmarketchangepercent.fmt,forwardpe.raw,dividenddate.raw,exchangetimezonename,bidsize.raw,bookvalue.fmt,bid.raw,postmarketchangepercent.raw,prevname,postmarketprice.raw,dividendrate.fmt,earningstimestampend.fmt,regularmarketvolume.raw,regularmarketchange.raw,averageanalystrating,header,namechangedate,regularmarkettime.raw,sharesoutstanding.longfmt,twohundreddayaveragechange.raw,regularmarketdaylow.raw,fiftydayaveragechange.fmt,quotesourcename,message,earningstimestampstart.longfmt,averagedailyvolume10day.fmt,regularmarketopen.raw,sharesoutstanding.fmt,earningstimestamp.fmt,earningscalltimestampstart.raw,regularmarketdayhigh.fmt,regularmarketdaylow.fmt,company_name
31.02,22.60,,Berkshire Hathaway Inc.,2026-05-02T16:00,0.0009826877,1772312400.0,-0.35%,finmb_255251,1777752000.0,455.19 - 542.07,USD,CLOSED,490.00,-0.0034524442,34.839996,True,,-9.60%,7.65%,40,2026-05-02,0.00,489.79 - 494.45,,489.79 - 494.45,,-52.04001,,en-US,2.238M,494.45,491.73,542.07,15,False,831648600000,0.00,0,USD,"4,901,213",-52.04,0.0,490.03,7:59PM EDT,-1.70,-0.0078834,,,,21.68,455.19,455.19 - 542.07,491.72766,,21.6826,-0.03,NYSE,LOW,493.32,Berkshire Hathaway Inc. New,542.07,0.00%,EDT,40,,False,4:01PM EDT,1389605139.0,-0.01%,NYQ,,489.93,20.42,us_market,US,BRK-B,-0.79%,True,"6,078,470",160,-3.8937988,493.92,,490.03,24.00,0.0,EQUITY,-14400000,31.02,-1.86,455.19,40.0,20.41956,,490.00,,23.99807,,-5.9501705,2026-02-28T16:00,489.93,Equity,491.89,"2,237,759","1,057,158,791,168",,493.9238,6078470,15.797227,4.901M,-0.02999878,-0.378137,1773446380.0,1.057T,2,15.80,1777752000.0,4901213,498663.0,-0.09600238,160,34.84,491.89,-5.95%,False,0.07653946,1057158791168.0,-0.38%,22.60015,,America/New_York,160,"498,663.00",490.0,-0.006121825,,490.0,,2026-05-02,2237759,-1.86002,2.0 - Buy,,,1773432119,"1,389,605,139",-1.6976624,489.79,-3.89,Nasdaq Real Time Price,,2026-05-02T16:00,6.078M,493.32,1.39B,2026-02-28,,494.45,489.79,Berkshire Hathaway Inc.
46588.79,22.79,,Berkshire Hathaway Inc.,2026-05-02T16:00,1.4736185,1772312400.0,-0.40%,finmb_255251,1777752000.0,"685,150.00 - 812,855.00",USD,CLOSED,"734,838.94",-0.0040071234,49689.0,True,,-9.60%,7.25%,1,2026-05-02,1.47,734852.44 - 740886.9,,"734,852.44 - 740,886.88",,-78016.0,,en-US,126,740886.9,"737,795.44",812855.0,15,False,322151400000,0.00,0,USD,688,"-78,016.00",0.0,"734,839.00",4:07PM EDT,"-2,956.44",-0.008222674,,,,"32,241.88","685,150.00",685150.0 - 812855.0,737795.44,,32241.877,-13.50,NYSE,LOW,"740,000.00",Berkshire Hathaway Inc.,"812,855.00",0.00%,EDT,1,,False,4:03PM EDT,511820.0,-0.00%,NYQ,,735205.0,"29,889.21",us_market,US,BRK-A,-0.82%,True,200,2,-6092.4375,"740,931.44",,734839.0,24.59,0.0,EQUITY,-14400000,"46,588.79","-1,786.06",685150.0,1.0,29889.205,,"734,545.31",,24.585432,,-6.157279,2026-02-28T16:00,"735,205.00",Equity,736625.0,126,"1,056,862,371,840",Berkshire Hathaway,740931.44,200,15.772872,688,-13.5,-0.242466,1773432430.0,1.057T,2,15.77,1777752000.0,688,498663.0,-0.09597776,2,"49,689.00","736,625.00",-6.16%,False,0.072522804,1056862371840.0,-0.24%,22.791447,,America/New_York,2,"498,663.00",734545.3,-0.0018371035,,734838.94,,2026-05-02,126,-1786.06,2.8 - Hold,,,1773432189,"511,820",-2956.4375,734852.44,"-6,092.44",Nasdaq Real Time Price,,2026-05-02T16:00,200,740000.0,"511,820",2026-02-28,,"740,886.88","734,852.44",Berkshire Hathaway Inc.
2.73,38.48,DIVIDEND,Walmart Inc.,2026-05-21T08:30,10.12403,1779366600.0,17.90%,finmb_313055,1779366600.0,79.81 - 134.69,USD,CLOSED,126.28,0.1789734,46.71,False,2026-02-19T13:00,-6.07%,58.53%,8,2026-05-21,10.12,124.97 - 126.685,0.99,124.97 - 126.68,2026-02-19T13:00,-8.170006,0.78%,en-US,15.18M,126.685,107.31,134.69,15,True,83597400000,0.94,0,USD,"30,825,333",-8.17,0.007500199,126.52,7:59PM EDT,19.21,0.034642354,2027-01-03,,2025-12-09,3.29,79.81,79.81 - 134.69,107.3137,2026-02-19,3.28763,-0.24,NasdaqGS,HIGH,125.46,Walmart Inc.,134.69,0.75%,EDT,8,0.78,False,4:00PM EDT,7970166964.0,-0.19%,NMS,2026-02-19,126.6,2.92,us_market,US,WMT,3.46%,True,"20,746,700",8,4.2361984,122.28,1771506000.0,126.52,43.31,0.94,EQUITY,-14400000,2.73,1.19,79.81,8.0,2.92102,2027-01-03T19:00,126.43,0.248,43.313637,1773979200000.0,43.299793,2026-05-21T08:30,126.60,Equity,125.33,"15,179,562","1,008,725,131,264",Walmart,122.2838,20746700,46.344322,30.825M,-0.2417984,0.949489,1773446395.0,1.009T,2,46.34,1779366600.0,30825333,12.497,-0.060657848,8,46.71,125.33,43.30%,False,0.58526504,1008725131264.0,0.95%,38.483646,1799020800.0,America/New_York,8,12.50,126.43,-0.19111477,,126.2782,0.99,2026-05-21,15179562,1.18999,1.4 - Strong Buy,Dividend,,1773432000,"7,970,166,964",19.206299,124.97,4.24,Nasdaq Real Time Price,"WMT announced a cash dividend of $0.248 with an ex-date of Mar. 20, 2026",2026-05-21T08:30,20.747M,125.46,7.97B,2026-05-21,1771506000.0,126.68,124.97,Walmart Inc.
20.01,12.07,,JPMorgan Chase & Co.,2026-04-14T08:30,2.232022,1776169800.0,-5.72%,finmb_658776,1776169800.0,202.16 - 337.25,USD,CLOSED,283.25,-0.057204813,81.28,False,2026-04-14T12:30,-15.96%,40.21%,"1,120",2026-04-14,2.23,282.95 - 287.19,6.0,282.95 - 287.19,2026-04-14T12:30,-53.809998,2.12%,en-US,9.083M,287.19,300.64,337.25,15,False,322151400000,5.80,0,USD,"10,884,705",-53.81,0.020502668,283.44,7:59PM EDT,-17.20,-0.080292664,2026-01-30,,,23.49,202.16,202.16 - 337.25,300.63794,2026-04-14,23.49232,-0.19,NYSE,LOW,284.67,JP Morgan Chase & Co.,337.25,2.05%,EDT,"1,120",2.12,False,4:00PM EDT,2697032375.0,-0.07%,NYQ,2026-04-14,283.49,21.91,us_market,US,JPM,-8.03%,True,"11,624,410",440,-24.744995,308.18,1776169800.0,283.44,12.94,5.8,EQUITY,-14400000,20.01,0.55,202.16,1120.0,21.90712,2026-01-30T19:00,282.92,,12.938259,,20.929337,2026-04-14T08:30,283.49,Equity,282.89,"9,082,914","764,446,900,224",JPMorgan Chase &,308.185,11624410,14.164918,10.885M,-0.19000244,0.194418,1773446390.0,764.447B,2,14.16,1776169800.0,10884705,126.988,-0.15955521,440,81.28,282.89,20.93%,False,0.40205777,764446900224.0,0.19%,12.06522,1769817600.0,America/New_York,440,126.99,282.92,-0.067034446,,283.25,6.00,2026-04-14,9082914,0.549988,2.1 - Buy,,,1773432002,"2,697,032,375",-17.197937,282.95,-24.74,Nasdaq Real Time Price,,2026-04-14T08:30,11.624M,284.665,2.697B,2026-04-14,1776169800.0,287.19,282.95,JPMorgan Chase & Co.
22.95,23.48,,Eli Lilly and Company,2026-04-30T08:30,33.218006,1777552200.0,11.14%,finmb_285467,1777552200.0,"623.78 - 1,133.95",USD,CLOSED,984.55,0.111399785,361.3,False,2026-04-30T14:00,-13.13%,57.92%,80,2026-04-30,33.22,978.0 - 1003.22,6.23,"978.00 - 1,003.22",2026-04-30T14:00,-148.86993,0.63%,en-US,1.549M,1003.22,886.34,1133.95,15,False,76253400000,6.00,0,USD,"3,124,293",-148.87,0.0061396775,985.08,7:59PM EDT,98.74,-0.053505354,2026-03-09,,,41.95,623.78,623.78 - 1133.95,886.34174,2026-04-30,41.95353,-0.53,NYSE,LOW,980.13,Eli Lilly and Company,"1,133.95",0.61%,EDT,80,0.63,False,4:00PM EDT,892992420.0,-0.05%,NYQ,2026-04-30,983.73,34.66,us_market,US,LLY,-5.35%,True,"2,688,230",240,-55.686584,"1,040.77",1777557600.0,985.08,28.42,6.0,EQUITY,-14400000,22.95,7.83,623.78,80.0,34.6594,2026-03-09T20:00,984.85,,28.421726,,18.489016,2026-04-30T08:30,983.73,Equity,977.25,"1,549,056","881,665,114,112",,1040.7666,2688230,42.922874,3.124M,-0.5300293,0.80123,1773446372.0,881.665B,2,42.92,1777552200.0,3124293,29.655,-0.1312844,240,361.30,977.25,18.49%,False,0.5792106,881665114112.0,0.80%,23.480267,1773100800.0,America/New_York,240,29.66,984.85,-0.05380571,,984.55,6.23,2026-04-30,1549056,7.83002,1.7 - Buy,,,1773432002,"892,992,420",98.73828,978.0,-55.69,Delayed Quote,,2026-04-30T08:30,2.688M,980.13,892.992M,2026-04-30,1777557600.0,"1,003.22",978.00,Eli Lilly and Company
6.7,18.19,,Exxon Mobil Corporation,2026-05-01T08:30,2.5152652,1769779800.0,30.62%,finmb_406338,1777638600.0,97.80 - 159.61,USD,CLOSED,156.49,0.30623308,58.319992,True,2026-01-30T14:30,-2.19%,59.63%,700,2026-05-01,2.52,153.0 - 156.89,4.12,153.00 - 156.89,2026-01-30T14:30,-3.4900055,2.64%,en-US,17.492M,156.89,119.52,159.61,15,False,-252322200000,4.00,0,USD,"20,225,591",-3.49,0.02605354,156.12,7:59PM EDT,36.60,0.11064,2026-03-09,,,8.59,97.80,97.8 - 159.61,119.51925,2026-01-30,8.58504,0.37,NYSE,LOW,154.30,Exxon Mobil Corporation,159.61,2.61%,EDT,700,2.64,False,4:00PM EDT,4166763453.0,0.24%,NYQ,2026-01-30,156.15,7.47,us_market,US,XOM,11.06%,True,"23,433,930",800,15.552399,140.57,1769783400.0,156.12,20.89,4.0,EQUITY,-14400000,6.70,2.59,97.8,700.0,7.47481,2026-03-09T20:00,156.28,,20.886148,,34.959568,2026-01-30T08:30,156.15,Equity,153.53,"17,491,781","650,515,120,128",Exxon Mobil,140.5676,23433930,23.301493,20.226M,0.37001038,1.68696,1773446399.0,650.515B,2,23.30,1777638600.0,20225591,62.069,-0.021865832,800,58.32,153.53,34.96%,False,0.5963189,650515120128.0,1.69%,18.185122,1773100800.0,America/New_York,800,62.07,156.28,0.23700383,,156.49,4.12,2026-05-01,17491781,2.59,2.3 - Buy,,,1773432021,"4,166,763,453",36.600746,153.0,15.55,Delayed Quote,,2026-05-01T08:30,23.434M,154.3,4.167B,2026-01-30,1769783400.0,156.89,153.00,Exxon Mobil Corporation
3.24,14.90,,Tencent Holdings Limited,2026-03-18T08:30,3.7222452,1773837000.0,-6.50%,finmb_11042136,1773837000.0,52.30 - 87.68,CNY,CLOSED,,-0.06499635,17.640003,False,2026-03-18T12:00,-20.23%,33.73%,542,2026-03-18,3.72,69.77 - 70.92,0.57,69.77 - 70.92,2026-03-18T12:00,-17.739998,0.82%,en-US,"658,717",70.92,74.80,87.68,15,False,1262701800000,4.23,0,USD,"2,975,033",-17.74,0.061139226,69.94,,-4.86,-0.04263648,2025-06-15,,,4.69,52.30,52.3 - 87.68,74.80185,2026-03-18,4.692448,,OTC Markets OTCPK,LOW,70.49,Tencent Holding Ltd.,87.68,6.11%,EDT,542,0.82,False,4:00PM EDT,9021189716.0,,PNK,2026-03-18,69.8,28.66,us_market,US,TCEHY,-4.26%,False,"4,150,680",866,-3.1147995,73.05,1773835200.0,69.94,2.44,4.229,EQUITY,-14400000,3.24,0.77,52.3,542.0,28.663,2025-06-15T20:00,69.80,,2.4400797,,-0.8883774,2026-03-18T08:30,69.80,Equity,69.17,"658,717","630,942,072,832",Tencent,73.0548,4150680,21.58642,2.975M,,1.1132056,,630.942B,2,21.59,1773837000.0,2975033,18.789736,-0.20232661,866,17.64,69.17,-0.89%,False,0.33728495,630942072832.0,1.11%,14.9048,1750032000.0,America/New_York,866,18.79,69.8,,,,0.57,2026-03-18,658717,0.7700043,2.0 - Buy,,,1773432000,"9,021,189,716",-4.861847,69.77,-3.11,Delayed Quote,,2026-03-18T08:30,4.151M,70.49,9.021B,2026-03-18,1773835200.0,70.92,69.77,Tencent Holdings Limited
3.24,19.87,,Tencent Holdings Limited,2026-03-18T16:00,3.7217128,1773864000.0,-6.60%,finmb_11042136,1773864000.0,53.20 - 89.10,CNY,CLOSED,,-0.0660297,16.73,False,2026-03-18T12:00,-21.52%,31.45%,900,2026-03-18,3.72,69.93 - 70.1,0.57,69.93 - 70.10,2026-03-18T12:00,-19.169998,0.82%,en-US,"1,100",70.1,74.87,89.1,15,False,1212154200000,4.23,0,USD,"21,206",-19.17,0.06074404,69.93,,-4.94,-0.046914224,2019-05-30,,,3.52,53.20,53.2 - 89.1,74.8739,2026-03-18,3.52,,OTC Markets OTCPK,LOW,70.10,Tencent Holding Ltd.,89.10,6.07%,EDT,900,0.82,False,4:00PM EDT,9021189716.0,,PNK,2026-03-18,69.93,,us_market,US,TCTZF,-4.69%,False,"8,580",100,-3.4421997,73.37,1773835200.0,69.93,,4.229,EQUITY,-14400000,3.24,0.31,53.2,900.0,,2019-05-30T20:00,69.92,,,,-0.2578795,2026-03-18T16:00,69.93,Equity,69.62,"1,100","630,851,829,760",,73.3722,8580,21.583334,"21,206",,0.44527084,,630.852B,2,21.58,1773864000.0,21206,18.789736,-0.2151515,100,16.73,69.62,-0.26%,False,0.31447366,630851829760.0,0.45%,19.866478,1559260800.0,America/New_York,100,18.79,69.92,,,,0.57,2026-03-18,1100,0.30999756,,,,1773432000,"9,021,189,716",-4.943901,69.93,-3.44,Delayed Quote,,2026-03-18T16:00,"8,580",70.1,9.021B,2026-03-18,1773835200.0,70.10,69.93,Tencent Holdings Limited
10.66,21.14,,Visa Inc.,2026-04-28T16:00,15.330937,1769720400.0,-9.97%,finmb_38043467,1777406400.0,299.00 - 375.51,USD,CLOSED,306.96,-0.099668965,8.140015,True,2026-01-29T22:00,-18.21%,2.72%,120,2026-04-28,15.33,306.4201 - 310.35,2.68,306.42 - 310.35,2026-01-29T22:00,-68.369995,0.87%,en-US,4.812M,310.35,341.14,375.51,15,False,1205933400000,2.52,0,USD,"7,768,985",-68.37,0.00822186,307.14,8:00PM EDT,-34.00,-0.06228874,2026-03-01,,,14.53,299.00,299.0 - 375.51,341.1412,2026-01-29,14.53003,-0.18,NYSE,LOW,307.59,Visa Inc.,375.51,0.82%,EDT,120,0.87,False,4:00PM EDT,1681093942.0,-0.06%,NYQ,2026-01-29,307.1,12.85,us_market,US,V,-6.23%,True,"7,207,130",880,-20.402191,327.54,1769724000.0,307.14,23.90,2.52,EQUITY,-14400000,10.66,0.64,299.0,120.0,12.85302,2026-03-01T19:00,306.90,,23.896332,,-8.384395,2026-01-29T16:00,307.10,Equity,306.5,"4,811,656","592,178,118,656",Visa,327.5422,7207130,28.812384,7.769M,-0.1800232,0.208814,1773446400.0,592.178B,2,28.81,1777406400.0,7768985,20.034,-0.18207237,880,8.14,306.50,-8.38%,False,0.027224129,592178118656.0,0.21%,21.138292,1772409600.0,America/New_York,880,20.03,306.9,-0.058612745,,306.96,2.68,2026-04-28,4811656,0.640015,1.3 - Strong Buy,,,1773432002,"1,681,093,942",-34.00119,306.4201,-20.40,Delayed Quote,,2026-04-28T16:00,7.207M,307.59,1.681B,2026-01-29,1769724000.0,310.35,306.42,Visa Inc.
11.04,19.22,,Johnson & Johnson,2026-04-14T08:30,7.131847,1776169800.0,25.77%,finmb_139677,1776169800.0,141.50 - 251.71,USD,CLOSED,241.51,0.25768968,100.020004,False,2026-04-14T12:30,-4.05%,70.69%,200,2026-04-14,7.13,241.51 - 245.5899,5.2,241.51 - 245.59,2026-04-14T12:30,-10.190002,2.15%,en-US,6.415M,245.5899,192.03,251.71,15,False,-252322200000,5.14,0,USD,"8,856,035",-10.19,0.021236159,241.52,7:59PM EDT,49.49,0.048996035,2026-03-09,,,12.56,141.50,141.5 - 251.71,192.03465,2026-04-14,12.56338,-0.01,NYSE,LOW,244.21,Johnson & Johnson,251.71,2.12%,EDT,200,2.15,False,4:00PM EDT,2409898936.0,-0.00%,NYQ,2026-04-14,241.93,11.53,us_market,US,JNJ,4.90%,True,"8,367,440",100,11.2808075,230.24,1776169800.0,241.52,20.94,5.14,EQUITY,-14400000,11.04,-0.52,141.5,200.0,11.53465,2026-03-09T20:00,242.04,,20.93865,,48.6367,2026-04-14T08:30,241.93,Equity,242.04,"6,414,884","582,038,847,488",,230.2392,8367440,21.876812,8.856M,-0.010009766,-0.214836,1773446370.0,582.039B,2,21.88,1776169800.0,8856035,33.865,-0.040483106,100,100.02,242.04,48.64%,False,0.7068552,582038847488.0,-0.21%,19.224127,1773100800.0,America/New_York,100,33.87,242.04,-0.004144487,,241.51,5.20,2026-04-14,6414884,-0.519989,2.1 - Buy,,,1773432002,"2,409,898,936",49.48535,241.51,11.28,Nasdaq Real Time Price,,2026-04-14T08:30,8.367M,244.21,2.41B,2026-04-14,1776169800.0,245.59,241.51,Johnson & Johnson
28.53,31.14,,ASML Holding N.V.,2026-04-15T08:30,22.955097,1776256200.0,33.49%,finmb_388904,1776256200.0,"578.51 - 1,547.22",EUR,CLOSED,"1,342.90",0.33493477,767.17993,False,2026-01-28T14:00,-13.03%,132.61%,1,2026-04-15,22.96,1342.5 - 1386.5,8.79,"1,342.50 - 1,386.50",2026-01-28T14:00,-201.53003,0.65%,en-US,1.177M,1386.5,"1,008.06",1547.22,15,True,795277800000,7.50,0,USD,"1,722,456",-201.53,0.005549061,"1,345.69",7:59PM EDT,337.63,-0.013639185,2026-05-04,,,43.21,578.51,578.51 - 1547.22,1008.0567,2026-01-28,43.210957,-2.79,NasdaqGS,HIGH,"1,367.37",ASML Holding N.V. - New York Re,"1,547.22",0.55%,EDT,1,0.65,False,4:00PM EDT,385417665.0,-0.21%,NMS,2026-01-28,1347.41,29.69,us_market,US,ASML,-1.36%,True,"1,645,920",3,-18.60791,"1,364.30",1769608800.0,1345.69,45.32,7.5,EQUITY,-14400000,28.53,-5.89,578.51,1.0,29.69166,2026-05-04T20:00,"1,342.33",,45.32215,,85.06429,2026-04-15T08:30,"1,347.41",Equity,1351.58,"1,177,097","528,396,845,056",ASML Holding,1364.2979,1645920,47.16754,1.722M,-2.789917,-0.435787,1773446362.0,528.397B,2,47.17,1776256200.0,1722456,58.622707,-0.13025299,3,767.18,"1,351.58",85.06%,False,1.3261307,528396845056.0,-0.44%,31.142332,1777939200.0,America/New_York,3,58.62,1342.33,-0.20732242,,1342.9,8.79,2026-04-15,1177097,-5.89001,1.5 - Buy,,,1773432002,"385,417,665",337.63324,1342.5,-18.61,Nasdaq Real Time Price,,2026-04-15T08:30,1.646M,1367.37,385.418M,2026-04-15,1769608800.0,"1,386.50","1,342.50",ASML Holding N.V.
28.58,,,ASML Holding N.V.,2026-04-15T16:00,22.67449,1776283200.0,31.94%,finmb_388904,1776283200.0,"585.54 - 1,545.50",EUR,CLOSED,,0.31941557,743.7,False,2026-01-28T14:00,-13.99%,127.01%,1,2026-04-15,22.67,1345.62 - 1365.48,8.84,"1,345.62 - 1,365.48",2026-01-28T14:00,-216.26001,0.66%,en-US,2,1365.48,"1,007.45",1545.5,15,False,1363613400000,7.50,0,USD,"1,383",-216.26,0.005546886,"1,329.24",,321.79,-0.024378238,2018-05-08,,,,585.54,585.54 - 1545.5,1007.44604,2026-01-28,,,OTC Markets OTCPK,LOW,"1,365.48",ASML Holding N.V.,"1,545.50",0.55%,EDT,1,0.66,False,4:00PM EDT,385417665.0,,PNK,2026-01-28,1360.26,,us_market,US,ASMLF,-2.44%,False,550,1,-33.214233,"1,362.45",1769608800.0,1329.24,,7.5,EQUITY,-14400000,28.58,-22.87,585.54,1.0,,2018-05-08T20:00,"1,329.51",,,,84.1309,2026-04-15T16:00,"1,360.26",Equity,1352.11,2,"524,319,424,512",,1362.4542,550,46.509445,"1,383",,-1.6914301,,524.319B,2,46.51,1776283200.0,1383,58.622707,-0.13992883,1,743.70,"1,352.11",84.13%,False,1.2701097,524319424512.0,-1.69%,,1525824000.0,America/New_York,1,58.62,1329.51,,,,8.84,2026-04-15,2,-22.869995,,,,1773432000,"385,417,665",321.79395,1345.62,-33.21,Delayed Quote,,2026-04-15T16:00,550,1365.48,385.418M,2026-04-15,1769608800.0,"1,365.48","1,345.62",ASML Holding N.V.
10.53,8.55,,"Micron Technology, Inc.",2026-03-18T16:00,8.159346,1773864000.0,92.52%,finmb_289030,1773864000.0,61.54 - 455.50,USD,CLOSED,425.00,0.9252473,364.59,False,2026-03-18T20:30,-6.45%,592.44%,1,2026-03-18,8.16,413.0 - 429.35,0.46,413.00 - 429.35,2026-03-18T20:30,-29.369995,0.11%,en-US,39.072M,429.35,221.34,455.5,15,True,454944600000,0.46,0,USD,"34,895,085",-29.37,0.0011348218,426.13,7:59PM EDT,204.79,0.1062513,2026-01-13,,,49.84,61.54,61.54 - 455.5,221.3378,2026-03-18,49.83572,-1.13,NasdaqGS,HIGH,413.75,"Micron Technology, Inc.",455.50,0.11%,EDT,1,0.11,False,4:00PM EDT,1125509261.0,-0.27%,NMS,2026-03-18,426.48,35.73,us_market,US,MU,10.63%,True,"32,598,270",3,40.928192,385.20,1773865800.0,426.13,11.93,0.46,EQUITY,-14400000,10.53,20.78,61.54,1.0,35.72739,2026-01-13T19:00,425.67,,11.927263,,293.12384,2026-03-18T16:00,426.48,Equity,405.35,"39,072,307","479,613,255,680",Micron Technology,385.2018,32598270,40.46819,34.895M,-1.131897,5.12643,1773446399.0,479.613B,2,40.47,1773864000.0,34895085,52.226,-0.06447858,3,364.59,405.35,293.12%,False,5.9244394,479613255680.0,5.13%,8.550694,1768348800.0,America/New_York,3,52.23,425.67,-0.26562247,,424.9981,0.46,2026-03-18,39072307,20.78,1.6 - Buy,,,1773432000,"1,125,509,261",204.7922,413.0,40.93,Nasdaq Real Time Price,,2026-03-18T16:00,32.598M,413.75,1.126B,2026-03-18,1773865800.0,429.35,413.00,"Micron Technology, Inc."
3.81,9.43,,Bank of America Corporation,2026-04-15T08:30,1.215369,1776256200.0,-7.66%,finmb_19049,1776256200.0,33.07 - 57.55,USD,CLOSED,46.75,-0.07656938,13.650002,False,2026-04-15T12:30,-18.82%,41.28%,"4,000",2026-04-15,1.22,46.655 - 47.8201,1.12,46.65 - 47.82,2026-04-15T12:30,-10.829998,2.40%,en-US,33.341M,47.8201,50.59,57.55,15,False,99153000000,1.08,0,USD,"41,057,678",-10.83,0.022915341,46.72,7:59PM EDT,-3.87,-0.115268774,2026-03-26,,,4.95,33.07,33.07 - 57.55,50.59395,2026-04-15,4.95452,0.03,NYSE,LOW,47.52,Bank of America Corporation,57.55,2.29%,EDT,"4,000",2.4,False,4:00PM EDT,7176682170.0,0.06%,NYQ,2026-04-15,46.72,4.34,us_market,US,BAC,-11.53%,True,"50,342,940","3,800",-6.086998,52.81,1776256200.0,46.72,10.78,1.08,EQUITY,-14400000,3.81,-0.41,33.07,4000.0,4.33518,2026-03-26T20:00,46.80,,10.776947,,13.730693,2026-04-15T08:30,46.72,Equity,47.13,"33,340,859","341,172,617,216",Bank of America,52.807,50342940,12.262467,41.058M,0.02999878,-0.869934,1773446398.0,341.173B,2,12.26,1776256200.0,41057678,38.441,-0.18818416,"3,800",13.65,47.13,13.73%,False,0.41276085,341172617216.0,-0.87%,9.429773,1774569600.0,America/New_York,3800,38.44,46.8,0.064209715,,46.75,1.12,2026-04-15,33340859,-0.41,1.6 - Buy,,,1773432002,"7,176,682,170",-3.8739471,46.655,-6.09,Delayed Quote,,2026-04-15T08:30,50.343M,47.52,7.177B,2026-04-15,1776256200.0,47.82,46.65,Bank of America Corporation
